NO;TANGGAL;KETERANGAN;NO_REFF;KODE_AKUN;DEBIT;KREDIT
625;14/12/2025;Pelunasan utang pembelian 2070 pcs roti pizza dan 2070 pcs kacang madu ke Fancy (pembelian 11/12);;1112;0;10145500
626;14/12/2025;Pelunasan piutang SPPG Susukan (pengiriman 7/12);;1112;3514200;0
627;14/12/2025;Pelunasan piutang SPPG Susukan (pengiriman 7/12);;1121;0;3514200
628;14/12/2025;Pelunasan piutang SPPG Susukan (pengiriman 9/12);;1112;8847700;0
629;14/12/2025;Pelunasan piutang SPPG Susukan (pengiriman 9/12);;1121;0;8847700
630;14/12/2025;Pelunasan piutang SPPG Susukan (pengiriman 11/12);;1112;5843000;0
631;14/12/2025;Pelunasan piutang SPPG Susukan (pengiriman 11/12);;1121;0;5843000
632;15/12/2025;Pelunasan utang pembelian 2022 pcs bandeng ke Bu Dewi (pembelian 14/12);;2111;8088000;0
633;15/12/2025;Pelunasan utang pembelian 2022 pcs bandeng ke Bu Dewi (pembelian 14/12);;1111;0;8088000
634;15/12/2025;Kas bon pembelian perlengkapan;;1121;80000;0
635;15/12/2025;Kas bon pembelian perlengkapan;;1111;0;80000
636;15/12/2025;Pelunasan kas bon pembelian perlengkapan;;1111;80000;0
637;15/12/2025;Pelunasan kas bon pembelian perlengkapan;;1121;0;80000
638;15/12/2025;Pembelian stop kontak 3 m dan 5 m di Toko Jaya Elektrik;;1141;55000;0
639;15/12/2025;Pembelian stop kontak 3 m dan 5 m di Toko Jaya Elektrik;;1111;0;55000
640;15/12/2025;Pembelian 43 kg tauge, 73 kg caisim, dan 4,5 kg seledri ke Pak Safrudin;;1131;1505000;0
641;15/12/2025;Pembelian 43 kg tauge, 73 kg caisim, dan 4,5 kg seledri ke Pak Safrudin;;2111;0;1505000
642;15/12/2025;Pembelian 35 kg timun ke Pak Pur;;1131;210000;0
643;15/12/2025;Pembelian 35 kg timun ke Pak Pur;;2111;0;210000
644;15/12/2025;Pembelian 672 pcs susu full cream 250 ml ke Bu Lis;;1131;4065600;0
645;15/12/2025;Pembelian 672 pcs susu full cream 250 ml ke Bu Lis;;2111;0;4065600
646;15/12/2025;Pembelian 70 kg anggur muscat SPPG Kutabanjarnegara ke Bu Lis;;1131;4060000;0
647;15/12/2025;Pembelian 70 kg anggur muscat SPPG Kutabanjarnegara ke Bu Lis;;2111;0;4060000
648;15/12/2025;Pembelian 20 kg anggur muscat SPPG Kutabanjarnegara ke Bu Lis;;1131;1160000;0
649;15/12/2025;Pembelian 20 kg anggur muscat SPPG Kutabanjarnegara ke Bu Lis;;2111;0;1160000
650;15/12/2025;Pembelian 37 kg pangsit kering ke Pak Wisnu;;1131;2294000;0
651;15/12/2025;Pembelian 37 kg pangsit kering ke Pak Wisnu;;2111;0;2294000
652;15/12/2025;Pembelian 2020 pcs tahu kulit ke Ummana Food;;1131;1212000;0
653;15/12/2025;Pembelian 2020 pcs tahu kulit ke Ummana Food;;2111;0;1212000
654;15/12/2025;Pembelian 120 kg bakso ke Sarah Matari;;1131;6000000;0
655;15/12/2025;Pembelian 120 kg bakso ke Sarah Matari;;2111;0;6000000
656;15/12/2025;Pembayaran profit sharing SPPG MBS Wanayasa;;2171;7251990;0
657;15/12/2025;Pembayaran profit sharing SPPG MBS Wanayasa;;1112;0;7251990
658;15/12/2025;Pembayaran profit sharing SPPG Susukan;;2171;2440573;0
659;15/12/2025;Pembayaran profit sharing SPPG Susukan;;1112;0;2440573
660;15/12/2025;Pembayaran profit sharing SPPG Merden;;2171;4393032;0
661;15/12/2025;Pembayaran profit sharing SPPG Merden;;5221;2500;0
662;15/12/2025;Pembayaran profit sharing SPPG Merden;;1112;0;4395532
663;15/12/2025;Pemisahan modal SCS untuk modal retail;;3111;10000000;0
664;15/12/2025;Pemisahan modal SCS untuk modal retail;;2151;0;10000000
665;15/12/2025;Pelunasan piutang modal pembelian kopi retail (transaksi 6/12);;2151;1400000;0
666;15/12/2025;Pelunasan piutang modal pembelian kopi retail (transaksi 6/12);;1124;0;1400000
667;15/12/2025;Pelunasan piutang modal pembelian rak kopi retail (transaksi 8/12);;2151;280000;0
668;15/12/2025;Pelunasan piutang modal pembelian rak kopi retail (transaksi 8/12);;1124;0;280000
669;15/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 27/11);;1112;8558300;0
670;15/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 27/11);;1121;0;8558300
671;15/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 13/12);;1112;124000;0
672;15/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 13/12);;1121;0;124000
673;15/12/2025;Kelebihan transfer dari SPPG Kutabanjarnegara;;1112;30000;0
674;15/12/2025;Kelebihan transfer dari SPPG Kutabanjarnegara;;2111;0;30000
675;15/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 7/12);;1112;20084250;0
676;15/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 7/12);;1121;0;20084250
677;15/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 8/12);;1112;16393500;0
678;15/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 8/12);;1121;0;16393500
679;15/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 9/12);;1112;16182500;0
680;15/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 9/12);;1121;0;16182500
681;15/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 10/12);;1112;17088000;0
682;15/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 10/12);;1121;0;17088000
683;15/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 11/12);;1112;20760500;0
684;15/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 11/12);;1121;0;20760500
685;15/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 11/12);;1112;17496000;0
686;15/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 11/12);;1121;0;17496000
687;15/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 13/12);;5111;19598200;0
688;15/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 13/12);;1131;0;19598200
689;15/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 13/12);;1121;23492400;0
690;15/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 13/12);;4111;0;23492400
691;15/12/2025;Pengiriman SPPG Merden (pemesanan 13/12);;5111;5802500;0
692;15/12/2025;Pengiriman SPPG Merden (pemesanan 13/12);;1131;0;5802500
693;15/12/2025;Pengiriman SPPG Merden (pemesanan 13/12);;1121;6405100;0
694;15/12/2025;Pengiriman SPPG Merden (pemesanan 13/12);;4111;0;6405100
695;15/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 13/12);;5111;3416750;0
696;15/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 13/12);;1131;0;3416750
697;15/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 13/12);;1121;4012500;0
698;15/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 13/12);;4111;0;4012500
699;15/12/2025;Pembelian 1 pack kertas HVS di Toko Ria;;1141;45000;0
700;15/12/2025;Pembelian 1 pack kertas HVS di Toko Ria;;1111;0;45000
701;15/12/2025;Perlengkapan kertas HVS habis (pembelian 11/11);;5151;51500;0
702;15/12/2025;Perlengkapan kertas HVS habis (pembelian 11/11);;1141;0;51500
703;16/12/2025;Kas bon pembelian perlengkapan kopi retail;;1121;20000;0
704;16/12/2025;Kas bon pembelian perlengkapan kopi retail;;1111;0;20000
705;16/12/2025;Pembelian 35 kg wortel dan 15 kg selada ke Pak Safrudin (nota 15/12);;1131;1055000;0
706;16/12/2025;Pembelian 35 kg wortel dan 15 kg selada ke Pak Safrudin (nota 15/12);;2111;0;1055000
707;16/12/2025;Pembelian 180 kg semangka SPPG MBS Wanayasa ke Bu Lis;;1131;1980000;0
708;16/12/2025;Pembelian 180 kg semangka SPPG MBS Wanayasa ke Bu Lis;;2111;0;1980000
709;16/12/2025;Pembelian tabung gas dan isi;;1141;173000;0
710;16/12/2025;Pembelian tabung gas dan isi;;2111;0;173000
711;16/12/2025;Pembelian regulator gas;;1141;55000;0
712;16/12/2025;Pembelian regulator gas;;2111;0;55000
713;16/12/2025;Reimburse pembelian tabung gas dan regulator gas ke Mas Dandi;;2111;228000;0
714;16/12/2025;Reimburse pembelian tabung gas dan regulator gas ke Mas Dandi;;1111;0;228000
715;16/12/2025;Kas bon pembelian BBM;;1122;150000;0
716;16/12/2025;Kas bon pembelian BBM;;1111;0;150000
717;16/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 13/12);;5111;5533250;0
718;16/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 13/12);;1131;0;5533250
719;16/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 13/12);;1121;6244500;0
720;16/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 13/12);;4111;0;6244500
721;16/12/2025;Penjualan 2 kg telur ecer;;5111;55600;0
722;16/12/2025;Penjualan 2 kg telur ecer;;1131;0;55600
723;16/12/2025;Penjualan 2 kg telur ecer;;1111;58000;0
724;16/12/2025;Penjualan 2 kg telur ecer;;4111;0;58000
725;16/12/2025;Pembayaran profit sharing Korda;;2171;2179083;0
726;16/12/2025;Pembayaran profit sharing Korda;;1112;0;2179083
727;16/12/2025;Pelunasan utang pembelian 100 karton susu uht, 100 karton minyak goreng, dan 400 kg beras ke Bu lis (pembelian 29/11 dan 1/12);;2111;41100000;0
728;16/12/2025;Pelunasan utang pembelian 100 karton susu uht, 100 karton minyak goreng, dan 400 kg beras ke Bu lis (pembelian 29/11 dan 1/12);;5221;2500;0
729;16/12/2025;Pelunasan utang pembelian 100 karton susu uht, 100 karton minyak goreng, dan 400 kg beras ke Bu lis (pembelian 29/11 dan 1/12);;1112;0;41102500
730;16/12/2025;Pelunasan utang pembelian persediaan SCS, SPPG Kutabanjarnegara, SPPG MBS Wanayasa ke Bu Lis (pembelian 1/12 - 7/12);;2111;45581100;0
731;16/12/2025;Pelunasan utang pembelian persediaan SCS, SPPG Kutabanjarnegara, SPPG MBS Wanayasa ke Bu Lis (pembelian 1/12 - 7/12);;1112;0;45581100
732;16/12/2025;Pelunasan utang pembelian mix vegetable, galantin, bakso, dan patty ke Sarah Matari (pembelian 1/12, 7/12, 9/12, 10/12, 11/12);;2111;28433500;0
733;16/12/2025;Pelunasan utang pembelian mix vegetable, galantin, bakso, dan patty ke Sarah Matari (pembelian 1/12, 7/12, 9/12, 10/12, 11/12);;5221;2500;0
734;16/12/2025;Pelunasan utang pembelian mix vegetable, galantin, bakso, dan patty ke Sarah Matari (pembelian 1/12, 7/12, 9/12, 10/12, 11/12);;1112;0;28436000
735;16/12/2025;Pelunasan utang pembelian sayur ke Pak Safrudin (pembelian 8/12 - 11/12);;2111;11241000;0
736;16/12/2025;Pelunasan utang pembelian sayur ke Pak Safrudin (pembelian 8/12 - 11/12);;1112;0;11241000
737;16/12/2025;Pelunasan kas bon pembelian perlengkapan kopi retail;;1111;20000;0
738;16/12/2025;Pelunasan kas bon pembelian perlengkapan kopi retail;;1121;0;20000
739;16/12/2025;Pembelian ATK kopi retail di Toko Ratna;;1124;15000;0
740;16/12/2025;Pembelian ATK kopi retail di Toko Ratna;;1111;0;15000
741;16/12/2025;Pembelian ATK kopi retail;;1124;2000;0
742;16/12/2025;Pembelian ATK kopi retail;;1111;0;2000
743;16/12/2025;Pelunasan piutang pembelian ATK kopi retail;;2151;17000;0
744;16/12/2025;Pelunasan piutang pembelian ATK kopi retail;;1124;0;17000
745;16/12/2025;Pelunasan piutang SPPG MBS Wanayasa (pengiriman 11/12);;1112;11829500;0
746;16/12/2025;Pelunasan piutang SPPG MBS Wanayasa (pengiriman 11/12);;1121;0;11829500
747;16/12/2025;Pembelian 210 kg ayam slice ke CV Restu Jaya;;1131;11340000;0
748;16/12/2025;Pembelian 210 kg ayam slice ke CV Restu Jaya;;2111;0;11340000
749;16/12/2025;Pembelian 42,5 kg kacang telur ke Pak Wisnu;;1131;2975000;0
750;16/12/2025;Pembelian 42,5 kg kacang telur ke Pak Wisnu;;2111;0;2975000
751;16/12/2025;Pembelian 115 kg melon SPPG Kutabanjarnegara ke Bu Lis;;1131;2070000;0
752;16/12/2025;Pembelian 115 kg melon SPPG Kutabanjarnegara ke Bu Lis;;2111;0;2070000
753;16/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 13/12);;5111;20616250;0
754;16/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 13/12);;1131;0;20616250
755;16/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 13/12);;1121;22595500;0
756;16/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 13/12);;4111;0;22595500
757;16/12/2025;Reimburse pembelian akomodasi makan ke Pak Sodik (transaksi 14/12);;2141;45000;0
758;16/12/2025;Reimburse pembelian akomodasi makan ke Pak Sodik (transaksi 14/12);;1111;0;45000
759;16/12/2025;Reimburse pembelian akomodasi makan ke Pak Sodik (transaksi 12/12);;2141;30000;0
760;16/12/2025;Reimburse pembelian akomodasi makan ke Pak Sodik (transaksi 12/12);;1111;0;30000
761;16/12/2025;Pelunasan kas bon pembelian BBM;;1111;150000;0
762;16/12/2025;Pelunasan kas bon pembelian BBM;;1122;0;150000
763;16/12/2025;Pembelian BBM;;5172;150000;0
764;16/12/2025;Pembelian BBM;;1111;0;150000
765;16/12/2025;Penjualan 0,5 kg keripik tempe ke Bu Sofi;;5111;30000;0
766;16/12/2025;Penjualan 0,5 kg keripik tempe ke Bu Sofi;;1131;0;30000
767;16/12/2025;Penjualan 0,5 kg keripik tempe ke Bu Sofi;;1111;33000;0
768;16/12/2025;Penjualan 0,5 kg keripik tempe ke Bu Sofi;;4111;0;33000
769;16/12/2025;Pembelian 110 karton susu UHT 1 L ke Pak Suryadi;;1131;24530000;0
770;16/12/2025;Pembelian 110 karton susu UHT 1 L ke Pak Suryadi;;1112;0;24530000
771;16/12/2025;1 pcs minyak goreng untuk akomodasi kantor;;5171;39100;0
772;16/12/2025;1 pcs minyak goreng untuk akomodasi kantor;;1131;0;39100
773;16/12/2025;5 kg jagung manis untuk akomodasi kantor;;5171;42500;0
774;16/12/2025;5 kg jagung manis untuk akomodasi kantor;;1131;0;42500
775;16/12/2025;5 kg jagung manis busuk;;5311;42500;0
776;16/12/2025;5 kg jagung manis busuk;;1131;0;42500
777;16/12/2025;1,5 kg telur busuk;;5311;41700;0
778;16/12/2025;1,5 kg telur busuk;;1131;0;41700
779;16/12/2025;0,5 kg telur pecah untuk akomodasi kantor;;5171;13900;0
780;16/12/2025;0,5 kg telur pecah untuk akomodasi kantor;;1131;0;13900
781;16/12/2025;Admin bank bulanan kas harian;;5221;9000;0
782;16/12/2025;Admin bank bulanan kas harian;;1111;0;9000
783;17/12/2025;Pembelian 110 kg ikan dori ke Pak Wandi;;1131;8360000;0
784;17/12/2025;Pembelian 110 kg ikan dori ke Pak Wandi;;2111;0;8360000
785;17/12/2025;Kas masuk ke kas harian dari kas di bank;;1111;7000000;0
786;17/12/2025;Kas masuk ke kas harian dari kas di bank;;1112;0;7000000
787;17/12/2025;Kas bon belanja persediaan;;1121;7000000;0
788;17/12/2025;Kas bon belanja persediaan;;1111;0;7000000
789;17/12/2025;Pelunasan piutang SPPG Merden (pengiriman 14/12);;1112;7937000;0
790;17/12/2025;Pelunasan piutang SPPG Merden (pengiriman 14/12);;1121;0;7937000
791;17/12/2025;Pelunasan piutang SPPG Merden (pengiriman 9/12);;1112;5112000;0
792;17/12/2025;Pelunasan piutang SPPG Merden (pengiriman 9/12);;1121;0;5112000
793;17/12/2025;Pelunasan piutang SPPG Merden (pengiriman 11/12);;1112;2327800;0
794;17/12/2025;Pelunasan piutang SPPG Merden (pengiriman 11/12);;1121;0;2327800
795;17/12/2025;Pelunasan piutang SPPG Merden (pengiriman 7/12);;1112;21405000;0
796;17/12/2025;Pelunasan piutang SPPG Merden (pengiriman 7/12);;1121;0;21405000
797;17/12/2025;Pembelian 195 kg jeruk medan SPPG MBS Wanayasa ke Bu Lis;;1131;4095000;0
798;17/12/2025;Pembelian 195 kg jeruk medan SPPG MBS Wanayasa ke Bu Lis;;2111;0;4095000
799;17/12/2025;Pembelian 80 kg kelengkeng SPPG MBS Wanayasa ke Bu Lis;;1131;3080000;0
800;17/12/2025;Pembelian 80 kg kelengkeng SPPG MBS Wanayasa ke Bu Lis;;2111;0;3080000
801;17/12/2025;Pembelian 299 kg pear SPPG Kutabanjarnegara ke Bu Lis;;1131;5980000;0
802;17/12/2025;Pembelian 299 kg pear SPPG Kutabanjarnegara ke Bu Lis;;2111;0;5980000
803;17/12/2025;Pembelian 3400 pcs bika almond ke Nandaswara;;1131;4250000;0
804;17/12/2025;Pembelian 3400 pcs bika almond ke Nandaswara;;2111;0;4250000
805;17/12/2025;Pembelian 1690 pcs abon ayam 25 g ke Bu Fitri;;1131;8450000;0
806;17/12/2025;Pembelian 1690 pcs abon ayam 25 g ke Bu Fitri;;2111;0;8450000
807;17/12/2025;Pembelian 1690 pcs roti abon ke Bu Fitri;;1131;4225000;0
808;17/12/2025;Pembelian 1690 pcs roti abon ke Bu Fitri;;2111;0;4225000
809;17/12/2025;Pembelian 1690 pcs roti pisang ke Bu Fitri;;1131;4225000;0
810;17/12/2025;Pembelian 1690 pcs roti pisang ke Bu Fitri;;2111;0;4225000
811;17/12/2025;Pelunasan piutang SPPG MBS Wanayasa (pengiriman 14/12);;1112;9795000;0
812;17/12/2025;Pelunasan piutang SPPG MBS Wanayasa (pengiriman 14/12);;1121;0;9795000
813;17/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 13/12);;5111;7352000;0
814;17/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 13/12);;1131;0;7352000
815;17/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 13/12);;1121;8967000;0
816;17/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 13/12);;4111;0;8967000
817;17/12/2025;Kas masuk untuk kas bon pembelian BBM dari Mas Dandi;;1111;100000;0
818;17/12/2025;Kas masuk untuk kas bon pembelian BBM dari Mas Dandi;;2142;0;100000
819;17/12/2025;Kas bon pembelian BBM;;1122;100000;0
820;17/12/2025;Kas bon pembelian BBM;;1111;0;100000
821;17/12/2025;Pengiriman SPPG Susukan (pemesanan 13/12);;5111;13557500;0
822;17/12/2025;Pengiriman SPPG Susukan (pemesanan 13/12);;1131;0;13557500
823;17/12/2025;Pengiriman SPPG Susukan (pemesanan 13/12);;1121;15455000;0
824;17/12/2025;Pengiriman SPPG Susukan (pemesanan 13/12);;4111;0;15455000
825;17/12/2025;Pembelian 5 pcs susu ultramilk full cream 1 L di Delima Mart;;1131;98750;0
826;17/12/2025;Pembelian 5 pcs susu ultramilk full cream 1 L di Delima Mart;;5211;250;0
827;17/12/2025;Pembelian 5 pcs susu ultramilk full cream 1 L di Delima Mart;;2111;0;99000
828;17/12/2025;Pembelian 12 pcs susu ultramilk full cream 1 L dan 2 pcs susu diamond full cream 1 L di Toko Al Zahra;;1131;277000;0
829;17/12/2025;Pembelian 12 pcs susu ultramilk full cream 1 L dan 2 pcs susu diamond full cream 1 L di Toko Al Zahra;;2111;0;277000
830;17/12/2025;Pembelian 12 pcs susu diamond full cream 1 L di Sahabat Grosir;;1131;207000;0
831;17/12/2025;Pembelian 12 pcs susu diamond full cream 1 L di Sahabat Grosir;;5221;2500;0
832;17/12/2025;Pembelian 12 pcs susu diamond full cream 1 L di Sahabat Grosir;;2111;0;209500
833;17/12/2025;Pengiriman SPPG Merden (pemesanan 13/12);;5111;9534000;0
834;17/12/2025;Pengiriman SPPG Merden (pemesanan 13/12);;1131;0;9534000
835;17/12/2025;Pengiriman SPPG Merden (pemesanan 13/12);;1121;10596000;0
836;17/12/2025;Pengiriman SPPG Merden (pemesanan 13/12);;4111;0;10596000
837;17/12/2025;Pelunasan kas bon pembelian BBM;;1111;100000;0
838;17/12/2025;Pelunasan kas bon pembelian BBM;;1122;0;100000
839;17/12/2025;Pembelian BBM;;5172;85000;0
840;17/12/2025;Pembelian BBM;;1111;0;85000
841;17/12/2025;Pembelian akomodasi makan;;5171;15000;0
842;17/12/2025;Pembelian akomodasi makan;;1111;0;15000
843;17/12/2025;Pelunasan kas bon belanja persediaan;;1111;7000000;0
844;17/12/2025;Pelunasan kas bon belanja persediaan;;1121;0;7000000
845;17/12/2025;Pembelian 108 pcs susu diamond full cream di Rita Pasaraya;;1131;2205900;0
846;17/12/2025;Pembelian 108 pcs susu diamond full cream di Rita Pasaraya;;1111;0;2205900
847;17/12/2025;Parkir di Rita Pasaraya;;5191;2000;0
848;17/12/2025;Parkir di Rita Pasaraya;;1111;0;2000
849;17/12/2025;Pembelian 19 karton dan 3 pcs susu diamond full cream di P&D Aroma;;1131;4620000;0
850;17/12/2025;Pembelian 19 karton dan 3 pcs susu diamond full cream di P&D Aroma;;1111;0;4620000
851;17/12/2025;Parkir di P&D Aroma;;5191;3000;0
852;17/12/2025;Parkir di P&D Aroma;;1111;0;3000
853;17/12/2025;Parkir di Rita Supermall;;5191;5000;0
854;17/12/2025;Parkir di Rita Supermall;;1111;0;5000
855;17/12/2025;Parkir di Depo Pelita Sokaraja;;5191;4000;0
856;17/12/2025;Parkir di Depo Pelita Sokaraja;;1111;0;4000
857;17/12/2025;Pembelian akomodasi makan;;5171;50000;0
858;17/12/2025;Pembelian akomodasi makan;;1111;0;50000
859;17/12/2025;Parkir di Depo Pelita Banjarnegara;;5191;4000;0
860;17/12/2025;Parkir di Depo Pelita Banjarnegara;;1111;0;4000
861;17/12/2025;Parkir di Topaz;;5191;3000;0
862;17/12/2025;Parkir di Topaz;;1111;0;3000
863;17/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 13/12);;5111;59083650;0
864;17/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 13/12);;1131;0;59083650
865;17/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 13/12);;1121;69833500;0
866;17/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 13/12);;4111;0;69833500
867;18/12/2025;Pembelian 113 kg anggur SPPG Merden ke Bu Lis;;1131;5254500;0
868;18/12/2025;Pembelian 113 kg anggur SPPG Merden ke Bu Lis;;2111;0;5254500
869;18/12/2025;Pembelian 100 kg beras SPPG Susukan;;1131;1350000;0
870;18/12/2025;Pembelian 100 kg beras SPPG Susukan;;2111;0;1350000
871;18/12/2025;Pengiriman SPPG Susukan (pemesanan 18/12);;5111;1350000;0
872;18/12/2025;Pengiriman SPPG Susukan (pemesanan 18/12);;1131;0;1350000
873;18/12/2025;Pengiriman SPPG Susukan (pemesanan 18/12);;1121;1500000;0
874;18/12/2025;Pengiriman SPPG Susukan (pemesanan 18/12);;4111;0;1500000
875;18/12/2025;Pengiriman SPPG Merden (pemesanan 13/12);;5111;5254500;0
876;18/12/2025;Pengiriman SPPG Merden (pemesanan 13/12);;1131;0;5254500
877;18/12/2025;Pengiriman SPPG Merden (pemesanan 13/12);;1121;5650000;0
878;18/12/2025;Pengiriman SPPG Merden (pemesanan 13/12);;4111;0;5650000
879;19/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 8/12);;1112;104000;0
880;19/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 8/12);;1121;0;104000
881;19/12/2025;Pelunasan piutang SSPG Kutabanjarnegara (pengiriman 10/12);;1112;48000;0
882;19/12/2025;Pelunasan piutang SSPG Kutabanjarnegara (pengiriman 10/12);;1121;0;48000
883;19/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 11/12);;1112;104000;0
884;19/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 11/12);;1121;0;104000
885;19/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 16/12);;1112;80000;0
886;19/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 16/12);;1121;0;80000
887;19/12/2025;Pelunasan utang pembelian 1000 kg beras SPPG Merden ke Pak Slamet (pembelian 27/11);;2111;13500000;0
888;19/12/2025;Pelunasan utang pembelian 1000 kg beras SPPG Merden ke Pak Slamet (pembelian 27/11);;5221;2500;0
889;19/12/2025;Pelunasan utang pembelian 1000 kg beras SPPG Merden ke Pak Slamet (pembelian 27/11);;1112;0;13502500
890;19/12/2025;Pelunasan utang pembelian 1690 pcs abon ayam dan roti ke Bu Fitri (pembelian 17/12);;2111;16900000;0
891;19/12/2025;Pelunasan utang pembelian 1690 pcs abon ayam dan roti ke Bu Fitri (pembelian 17/12);;5221;2500;0
892;19/12/2025;Pelunasan utang pembelian 1690 pcs abon ayam dan roti ke Bu Fitri (pembelian 17/12);;1112;0;16902500
893;19/12/2025;Pembayaran listrik bulan Desember;;5141;95304;0
894;19/12/2025;Pembayaran listrik bulan Desember;;5221;3000;0
895;19/12/2025;Pembayaran listrik bulan Desember;;1112;0;98304
896;19/12/2025;Pelunasan piutang SPPG MBS Wanayasa (pengiriman 15/12);;1112;4012500;0
897;19/12/2025;Pelunasan piutang SPPG MBS Wanayasa (pengiriman 15/12);;1121;0;4012500
898;19/12/2025;Pelunasan piutang SPPG MBS Wanayasa (pengiriman 16/12);;1112;6244500;0
899;19/12/2025;Pelunasan piutang SPPG MBS Wanayasa (pengiriman 16/12);;1121;0;6244500
900;20/12/2025;Pelunasan piutang SPPG Susukan (pengiriman 14/12);;1112;4553700;0
901;20/12/2025;Pelunasan piutang SPPG Susukan (pengiriman 14/12);;1121;0;4553700
902;20/12/2025;Kas bon pembelian ban mobil L300;;1121;1600000;0
903;20/12/2025;Kas bon pembelian ban mobil L300;;1112;0;1600000
904;20/12/2025;Pelunasan kas bon pembelian ban mobil L300;;1111;1600000;0
905;20/12/2025;Pelunasan kas bon pembelian ban mobil L300;;1121;0;1600000
906;20/12/2025;Pembelian 2 pcs ban mobil L300;;5161;1580000;0
907;20/12/2025;Pembelian 2 pcs ban mobil L300;;1111;0;1580000
908;20/12/2025;Bunga bank rekening BRI;;1112;54285;0
909;20/12/2025;Bunga bank rekening BRI;;4121;0;54285
910;20/12/2025;Tax rekening bank BRI;;5222;10857;0
911;20/12/2025;Tax rekening bank BRI;;1112;0;10857
912;20/12/2025;Pembelian BBM;;5172;150000;0
913;20/12/2025;Pembelian BBM;;2142;0;150000
914;20/12/2025;Pembelian akomodasi makan;;5171;50000;0
915;20/12/2025;Pembelian akomodasi makan;;2141;0;50000
916;20/12/2025;Reimburse pembelian BBM ke Pak Sodik (transaksi 20/12);;2142;150000;0
917;20/12/2025;Reimburse pembelian BBM ke Pak Sodik (transaksi 20/12);;1111;0;150000
918;20/12/2025;Reimburse pembelian akomodasi makan ke Pak Sodik (transaksi 20/12);;2141;50000;0
919;20/12/2025;Reimburse pembelian akomodasi makan ke Pak Sodik (transaksi 20/12);;1111;0;50000
920;21/12/2025;Pelunasan piutang SPPG Merden (pengiriman 8/12);;1112;1542800;0
921;21/12/2025;Pelunasan piutang SPPG Merden (pengiriman 8/12);;1121;0;1542800
922;21/12/2025;Pelunasan piutang SPPG Merden (pengiriman 15/12);;1112;6405100;0
923;21/12/2025;Pelunasan piutang SPPG Merden (pengiriman 15/12);;1121;0;6405100
924;21/12/2025;Pembelian 14 kg caisim ke Bu Dewi;;1131;70000;0
925;21/12/2025;Pembelian 14 kg caisim ke Bu Dewi;;2111;0;70000
926;21/12/2025;Pembelian 8 kg timun ke Pak Pur;;1131;48000;0
